# Generated from the linked inventory registry; do not hand-edit rows.
# Refresh deliberately with: cargo test -p wow-world print_world_handler_contract_snapshot --lib -- --ignored --nocapture
opcode_value	opcode_name	handler_name	session_status	packet_processing
0x3707	ReportClientVariables	handle_report_client_variables	Authed	ThreadUnsafe
0x3708	ReportKeybindingExecutionCounts	handle_report_keybinding_execution_counts	Authed	ThreadUnsafe
0x373C	GetAccountNotifications	handle_get_account_notifications	Authed	ThreadUnsafe
0x373D	AccountNotificationAcknowledged	handle_account_notification_acknowledged	Authed	ThreadUnsafe
0x3741	UpdateAadcStatus	handle_update_aadc_status	LoggedIn	Inplace
0x374C	SocialContractRequest	handle_social_contract_request	Authed	ThreadUnsafe
0x374D	AcceptSocialContract	handle_accept_social_contract	Authed	ThreadUnsafe
0x3751	SaveAccountDataExport	handle_unhandled_client_null_like_cpp	Authed	Inplace
0x3764	SuspendCommsAck	handle_client_telemetry_null_like_cpp	LoggedIn	Inplace
0x3768	Ping	handle_ping	Authed	Inplace
0x376A	SuspendTokenResponse	handle_suspend_token_response	Transfer	ThreadUnsafe
0x376C	QueuedMessagesEnd	handle_queued_messages_end	LoggedIn	Inplace
0x376D	LogStreamingError	handle_log_streaming_error	Authed	Inplace
0x3771	LatencyReport	handle_client_telemetry_null_like_cpp	LoggedIn	ThreadUnsafe
0x3772	QueryPlayerNames	handle_query_player_names	LoggedIn	Inplace
0x37C8	ChatJoinChannel	handle_chat_join_channel	LoggedIn	ThreadUnsafe
0x37C9	ChatLeaveChannel	handle_chat_leave_channel	LoggedIn	ThreadUnsafe
0x37CB	ChatReportIgnored	handle_chat_report_ignored	LoggedIn	ThreadUnsafe
0x37CC	ChatReportFiltered	handle_chat_report_filtered	LoggedIn	ThreadUnsafe
0x37CD	ChatRegisterAddonPrefixes	handle_chat_register_addon_prefixes	LoggedIn	ThreadUnsafe
0x37CE	ChatUnregisterAllAddonPrefixes	handle_chat_unregister_all_addon_prefixes	LoggedIn	ThreadUnsafe
0x37CF	ChatMessageChannel	handle_chat_channel_message	LoggedIn	ThreadUnsafe
0x37D0	ChatMessageWhisper	handle_chat_whisper	LoggedIn	ThreadUnsafe
0x37D1	ChatMessageGuild	handle_chat_guild	LoggedIn	ThreadUnsafe
0x37D2	ChatMessageOfficer	handle_chat_officer	LoggedIn	ThreadUnsafe
0x37D3	ChatMessageAfk	handle_chat_afk	LoggedIn	ThreadUnsafe
0x37D4	ChatMessageDnd	handle_chat_dnd	LoggedIn	ThreadUnsafe
0x37D5	ChatChannelList	handle_chat_channel_command	LoggedIn	ThreadUnsafe
0x37D6	ChatChannelDisplayList	handle_chat_channel_command	LoggedIn	ThreadUnsafe
0x37D7	ChatChannelPassword	handle_chat_channel_password	LoggedIn	ThreadUnsafe
0x37D8	ChatChannelSetOwner	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37D9	ChatChannelOwner	handle_chat_channel_command	LoggedIn	ThreadUnsafe
0x37DB	ChatChannelModerator	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37DC	ChatChannelUnmoderator	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37DF	ChatChannelInvite	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E0	ChatChannelKick	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E1	ChatChannelBan	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E2	ChatChannelUnban	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E3	ChatChannelAnnouncements	handle_chat_channel_command	LoggedIn	ThreadUnsafe
0x37E4	ChatChannelSilenceAll	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E5	ChatChannelUnsilenceAll	handle_chat_channel_player_command	LoggedIn	ThreadUnsafe
0x37E6	ChatChannelDeclineInvite	handle_chat_channel_command	LoggedIn	ThreadUnsafe
0x37E7	ChatMessageSay	handle_chat_say	LoggedIn	ThreadUnsafe
0x37E8	ChatMessageEmote	handle_chat_emote	LoggedIn	ThreadUnsafe
0x37E9	ChatMessageYell	handle_chat_yell	LoggedIn	ThreadUnsafe
0x37EA	ChatMessageParty	handle_chat_party	LoggedIn	ThreadUnsafe
0x37EB	ChatMessageRaid	handle_chat_raid	LoggedIn	ThreadUnsafe
0x37EC	ChatMessageInstanceChat	handle_chat_instance	LoggedIn	ThreadUnsafe
0x37ED	ChatMessageRaidWarning	handle_chat_raid_warning	LoggedIn	ThreadUnsafe
0x37EE	ChatAddonMessage	handle_chat_addon_message	LoggedIn	ThreadUnsafe
0x37EF	ChatAddonMessageWhisper	handle_chat_addon_message_whisper	LoggedIn	ThreadUnsafe
0x3995	UseEquipmentSet	handle_use_equipment_set	LoggedIn	Inplace
0x3996	AutostoreBankItem	handle_autostore_bank_item	LoggedIn	Inplace
0x3997	AutobankItem	handle_autobank_item	LoggedIn	Inplace
0x3998	AutoEquipItem	handle_auto_equip_item	LoggedIn	Inplace
0x3999	AutoStoreBagItem	handle_auto_store_bag_item	LoggedIn	Inplace
0x399A	SwapItem	handle_swap_item	LoggedIn	Inplace
0x399B	SwapInvItem	handle_swap_inv_item	LoggedIn	Inplace
0x399D	AutoEquipItemSlot	handle_auto_equip_item_slot	LoggedIn	Inplace
0x39E4	MoveStartForward	handle_movement_MoveStartForward	LoggedIn	ThreadSafe
0x39E5	MoveStartBackward	handle_movement_MoveStartBackward	LoggedIn	ThreadSafe
0x39E6	MoveStop	handle_movement_MoveStop	LoggedIn	ThreadSafe
0x39E7	MoveStartStrafeLeft	handle_movement_MoveStartStrafeLeft	LoggedIn	ThreadSafe
0x39E8	MoveStartStrafeRight	handle_movement_MoveStartStrafeRight	LoggedIn	ThreadSafe
0x39E9	MoveStopStrafe	handle_movement_MoveStopStrafe	LoggedIn	ThreadSafe
0x39EA	MoveJump	handle_movement_MoveJump	LoggedIn	ThreadSafe
0x39EC	MoveStartTurnLeft	handle_movement_MoveStartTurnLeft	LoggedIn	ThreadSafe
0x39ED	MoveStartTurnRight	handle_movement_MoveStartTurnRight	LoggedIn	ThreadSafe
0x39EE	MoveStopTurn	handle_movement_MoveStopTurn	LoggedIn	ThreadSafe
0x39EF	MoveStartPitchUp	handle_movement_MoveStartPitchUp	LoggedIn	ThreadSafe
0x39F0	MoveStartPitchDown	handle_movement_MoveStartPitchDown	LoggedIn	ThreadSafe
0x39F1	MoveStopPitch	handle_movement_MoveStopPitch	LoggedIn	ThreadSafe
0x39F2	MoveSetRunMode	handle_movement_MoveSetRunMode	LoggedIn	ThreadSafe
0x39F3	MoveSetWalkMode	handle_movement_MoveSetWalkMode	LoggedIn	ThreadSafe
0x39FA	MoveTeleportAck	handle_move_teleport_ack	LoggedIn	ThreadSafe
0x39FB	MoveFallLand	handle_movement_MoveFallLand	LoggedIn	ThreadSafe
0x39FC	MoveStartSwim	handle_movement_MoveStartSwim	LoggedIn	ThreadSafe
0x39FD	MoveStopSwim	handle_movement_MoveStopSwim	LoggedIn	ThreadSafe
0x3A09	MoveSetFacing	handle_movement_MoveSetFacing	LoggedIn	ThreadSafe
0x3A0A	MoveSetPitch	handle_movement_MoveSetPitch	LoggedIn	ThreadSafe
0x3A0B	MoveForceRunSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A0C	MoveForceRunBackSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A0D	MoveForceSwimSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A0E	MoveForceRootAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A0F	MoveForceUnrootAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A10	MoveHeartbeat	handle_movement_MoveHeartbeat	LoggedIn	ThreadSafe
0x3A12	MoveKnockBackAck	handle_move_knock_back_ack	LoggedIn	ThreadSafe
0x3A13	MoveHoverAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A14	MoveSetVehicleRecIdAck	handle_move_set_vehicle_rec_id_ack	LoggedIn	ThreadSafe
0x3A15	MoveApplyMovementForceAck	handle_move_apply_movement_force_ack	LoggedIn	ThreadSafe
0x3A16	MoveRemoveMovementForceAck	handle_move_remove_movement_force_ack	LoggedIn	ThreadSafe
0x3A17	MoveRemoveMovementForces	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A18	MoveSplineDone	handle_move_spline_done	LoggedIn	ThreadSafe
0x3A19	MoveFallReset	handle_movement_MoveFallReset	LoggedIn	ThreadSafe
0x3A1A	MoveUpdateFallSpeed	handle_movement_MoveUpdateFallSpeed	LoggedIn	ThreadSafe
0x3A1B	MoveTimeSkipped	handle_move_time_skipped	LoggedIn	Inplace
0x3A1C	MoveFeatherFallAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A1D	MoveWaterWalkAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A1E	MoveEnableDoubleJumpAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A21	MoveForceWalkSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A22	MoveForceSwimBackSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A23	MoveForceTurnRateChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A24	MoveEnableSwimToFlyTransAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A25	MoveSetCanTurnWhileFallingAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A26	MoveSetIgnoreMovementForcesAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A27	MoveSetCanFlyAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A28	MoveSetFly	handle_movement_MoveSetFly	LoggedIn	ThreadSafe
0x3A29	MoveStartAscend	handle_movement_MoveStartAscend	LoggedIn	ThreadSafe
0x3A2A	MoveStopAscend	handle_movement_MoveStopAscend	LoggedIn	ThreadSafe
0x3A2D	MoveForceFlightSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A2E	MoveForceFlightBackSpeedChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A30	MoveStartDescend	handle_movement_MoveStartDescend	LoggedIn	ThreadSafe
0x3A32	MoveForcePitchRateChangeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A33	MoveDismissVehicle	handle_move_dismiss_vehicle	LoggedIn	ThreadSafe
0x3A34	MoveChangeVehicleSeats	handle_move_change_vehicle_seats	LoggedIn	ThreadSafe
0x3A35	MoveGravityDisableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A36	MoveGravityEnableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A37	MoveInertiaDisableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A38	MoveInertiaEnableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A39	MoveCollisionDisableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A3A	MoveCollisionEnableAck	handle_movement_ack_message	LoggedIn	ThreadSafe
0x3A3B	MoveSetCollisionHeightAck	handle_move_set_collision_height_ack	LoggedIn	ThreadSafe
0x3A3C	SetActiveMover	handle_set_active_mover	LoggedIn	ThreadUnsafe
0x3A3D	TimeSyncResponse	handle_time_sync_response	LoggedIn	ThreadSafe
0x3A3E	TimeSyncResponseFailed	handle_time_sync_response	LoggedIn	ThreadSafe
0x3A3F	TimeSyncResponseDropped	handle_time_sync_response	LoggedIn	ThreadSafe
0x3A40	TimeAdjustmentResponse	handle_time_adjustment_response	Authed	Inplace
0x3A41	DiscardedTimeSyncAcks	handle_client_telemetry_null_like_cpp	LoggedIn	ThreadSafe
0x3A42	MoveSetModMovementForceMagnitudeAck	handle_movement_speed_ack	LoggedIn	ThreadSafe
0x3A44	MoveSeamlessTransferComplete	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A46	MoveInitActiveMoverComplete	handle_move_init_active_mover_complete	LoggedIn	ThreadSafe
0x3A4E	MoveApplyInertiaAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A4F	MoveRemoveInertiaAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A50	MoveAddImpulseAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A52	MoveSetAdvFly	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A53	MoveSetAdvFlyingAirFrictionAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A54	MoveSetAdvFlyingMaxVelAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A55	MoveSetAdvFlyingLiftCoefficientAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A56	MoveSetAdvFlyingDoubleJumpVelModAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A57	MoveSetAdvFlyingGlideStartMinHeightAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A58	MoveSetAdvFlyingAddImpulseMaxSpeedAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A59	MoveSetAdvFlyingBankingRateAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5A	MoveSetAdvFlyingPitchingRateDownAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5B	MoveSetAdvFlyingPitchingRateUpAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5C	MoveSetAdvFlyingTurnVelocityThresholdAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5D	MoveSetAdvFlyingSurfaceFrictionAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5E	MoveSetAdvFlyingOverMaxDecelerationAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0x3A5F	MoveSetFacingHeartbeat	handle_movement_MoveSetFacingHeartbeat	LoggedIn	ThreadSafe
0x3A60	MoveSetAdvFlyingLaunchSpeedCoefficientAck	handle_unhandled_client_null_like_cpp	Authed	ThreadSafe
0xBADD	SetLootSpecialization	handle_set_loot_specialization	LoggedIn	ThreadUnsafe
